Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time
mediterranean,tapanade,mediterranean,2.07,9.93,34.55,2022-10-16,16:49:12
mediterranean,zucchini,mediterranean,11.34,34.34,29.74,2022-10-16,16:49:12
mediterranean,pizzas,italian,86.73,313.4,95.07,2022-10-16,16:49:12
mediterranean,couscous,mediterranean,171.66,241.69,38.67,2022-10-16,16:49:12
mediterranean,chicken,mediterranean,313.35,12.54,45.94,2022-10-16,16:49:12
mediterranean,quesadillas,mexican,130.34,128.61,162.46,2022-10-16,16:49:12
mediterranean,scallops,mediterranean,88.05,54.15,42.11,2022-10-16,16:49:18
mediterranean,quiche,french,125.65,66.02,208.96,2022-10-16,16:49:18
mediterranean,chicken,mediterranean,276.21,92.24,51.21,2022-10-16,16:49:18
mediterranean,pizza,italian,222.58,269.66,378.06,2022-10-16,16:49:18
mediterranean,beans,mediterranean,21.97,70.41,14.4,2022-10-16,16:49:18
mediterranean,salad,mediterranean,55.19,211.54,29.4,2022-10-16,16:49:18
mediterranean,quinoa,mediterranean,28.94,148.29,38.09,2022-10-16,16:49:18
mediterranean,mushrooms,mediterranean,19.64,64.67,2.54,2022-10-16,16:49:18
mediterranean,flatbread,mediterranean,105.38,276.44,109.64,2022-10-16,16:49:18
mediterranean,salad,mediterranean,100.61,324.12,41.24,2022-10-16,16:49:18
mediterranean,frittata,mediterranean,67.17,31.66,81.51,2022-10-16,16:49:18
mediterranean,chicken,mediterranean,118.06,89.77,166.34,2022-10-16,16:49:18
mediterranean,chicken,mediterranean,450.05,38.55,632.42,2022-10-16,16:49:18
mediterranean,spread,mediterranean,32.18,21.15,113.26,2022-10-16,16:49:18
mediterranean,quiche,french,86.6,146.39,142.78,2022-10-16,16:49:18
mediterranean,frittata,mediterranean,22.33,13.91,19.41,2022-10-16,16:49:18
mediterranean,shrimp,mediterranean,83.34,33.39,29.8,2022-10-16,16:49:18
mediterranean,halibut,mediterranean,4.78,16.13,54.57,2022-10-16,16:49:18
mediterranean,omelet,mediterranean,60.23,23.96,68.92,2022-10-16,16:49:18
mediterranean,garmugia spring vegetable soup,italian,106.28,201.71,155.3,2022-10-16,16:49:25
mediterranean,lamb,mediterranean,46.24,60.14,127.25,2022-10-16,16:49:25
mediterranean,pizza,italian,131.06,333.39,111.16,2022-10-16,16:49:25
mediterranean,eggs,mediterranean,66.32,80.08,77.63,2022-10-16,16:49:25
mediterranean,sandwich,mediterranean,81.46,159.34,72.98,2022-10-16,16:49:25
mediterranean,quesadilla,mexican,85.99,106.14,113.46,2022-10-16,16:49:25
mediterranean,chicken,mediterranean,263.29,58.47,292.73,2022-10-16,16:49:25
mediterranean,salmon,nordic,146.51,256.79,100.11,2022-10-16,16:49:25
mediterranean,vegetables,mediterranean,8.74,34.9,48.95,2022-10-16,16:49:25
mediterranean,botanical sandwich,american,39.09,100.57,13.04,2022-10-16,16:49:25
mediterranean,salad,mediterranean,38.46,117.26,32.69,2022-10-16,16:49:25
mediterranean,chicken,mediterranean,191.01,483.66,289.81,2022-10-16,16:49:25
mediterranean,bruschetta,italian,129.3,160.68,124.17,2022-10-16,16:49:25
mediterranean,muffins,mediterranean,72.87,259.08,135.85,2022-10-16,16:49:25
mediterranean,pasta,mediterranean,73.23,334.02,63.35,2022-10-16,16:49:25
mediterranean,chicken,mediterranean,230.45,36.8,261.35,2022-10-16,16:49:25
mediterranean,miss kittys oven roasted potatoes,mediterranean,10.79,86.97,28.13,2022-10-16,16:49:25
mediterranean,eggs,mediterranean,23.12,7.63,21.32,2022-10-16,16:49:25
mediterranean,burger,mediterranean,106.2,125.7,188.29,2022-10-16,16:49:25
mediterranean,omelet,mediterranean,107.91,139.13,133.72,2022-10-16,16:49:25
mediterranean,focaccia,italian,307.22,816.17,401.13,2022-10-16,16:49:32
mediterranean,spinach,mediterranean,26.51,34.25,14.15,2022-10-16,16:49:32
mediterranean,pasta,mediterranean,86.09,151.77,141.22,2022-10-16,16:49:32
mediterranean,meatloaf,mediterranean,177.75,58.5,237.46,2022-10-16,16:49:32
mediterranean,pizzas,italian,86.73,313.4,95.07,2022-10-16,16:49:32
mediterranean,skillet,mediterranean,93.0,143.27,99.0,2022-10-16,16:49:32
mediterranean,dip,mediterranean,62.99,246.69,38.29,2022-10-16,16:49:32
mediterranean,nachos,mediterranean,22.75,62.92,44.78,2022-10-16,16:49:32
mediterranean,muffins,mediterranean,56.86,156.85,104.19,2022-10-16,16:49:32
mediterranean,pasta,mediterranean,151.81,210.45,101.45,2022-10-16,16:49:32
mediterranean,muffins,mediterranean,54.25,230.67,78.12,2022-10-16,16:49:32
mediterranean,shrimp,mediterranean,72.64,50.26,17.2,2022-10-16,16:49:32
mediterranean,soup,mediterranean,11.5,52.16,31.03,2022-10-16,16:49:32
mediterranean,couscous,mediterranean,41.83,162.21,28.8,2022-10-16,16:49:32
mediterranean,salsa,mediterranean,24.3,86.45,29.49,2022-10-16,16:49:32
mediterranean,carp,mediterranean,171.12,57.68,106.51,2022-10-16,16:49:32
mediterranean,dip,mediterranean,69.3,87.61,153.15,2022-10-16,16:49:32
mediterranean,chicken,mediterranean,262.62,30.43,85.48,2022-10-16,16:49:32
mediterranean,lamb,mediterranean,398.81,81.23,296.25,2022-10-16,16:49:32
mediterranean,pasta,mediterranean,151.81,210.45,101.45,2022-10-16,16:49:39
mediterranean,roast,mediterranean,105.42,96.43,48.64,2022-10-16,16:49:39
mediterranean,chicken,mediterranean,122.07,21.35,70.87,2022-10-16,16:49:39
mediterranean,chicken,mediterranean,373.31,33.07,52.94,2022-10-16,16:49:39
mediterranean,spinach,mediterranean,26.51,34.25,14.15,2022-10-16,16:49:39
mediterranean,pesto,mediterranean,36.6,30.78,238.38,2022-10-16,16:49:39
mediterranean,scampi,mediterranean,111.07,36.19,35.41,2022-10-16,16:49:39
mediterranean,wrap,mediterranean,14.19,36.47,40.3,2022-10-16,16:49:39
mediterranean,salad,mediterranean,130.66,278.76,198.9,2022-10-16,16:49:39
mediterranean,halibut,mediterranean,315.42,26.47,37.99,2022-10-16,16:49:39
mediterranean,italian french bread pizza,italian,85.6,204.82,132.69,2022-10-16,16:49:39
mediterranean,crock pot pull apart pizza bread,italian,177.78,408.92,203.05,2022-10-16,16:49:39
mediterranean,ingredient lemon yogurt marinated grilled chicken breasts,american,129.13,8.13,73.69,2022-10-16,16:49:39
mediterranean,greek potatoes lemons oregano,mediterranean,32.87,279.11,56.05,2022-10-16,16:49:39
mediterranean,couscous,mediterranean,58.03,270.82,27.04,2022-10-16,16:49:39
mediterranean,nachos,mediterranean,112.74,149.35,109.85,2022-10-16,16:49:39
mediterranean,vegetables,mediterranean,10.66,46.93,19.96,2022-10-16,16:49:39
mediterranean,salad,mediterranean,13.18,30.07,12.17,2022-10-16,16:49:39
mediterranean,nachos,mediterranean,108.18,116.48,78.68,2022-10-16,16:49:39
mediterranean,pizza,italian,628.29,3405.55,333.76,2022-10-16,16:49:45
mediterranean,baked tomato olive risotto,italian,37.17,363.43,39.18,2022-10-16,16:49:45
mediterranean,penne,mediterranean,30.4,154.47,59.88,2022-10-16,16:49:45
mediterranean,pasta,mediterranean,135.89,414.04,52.52,2022-10-16,16:49:45
mediterranean,nachos,mediterranean,22.94,63.2,43.04,2022-10-16,16:49:45
mediterranean,pizza,italian,38.43,177.62,19.1,2022-10-16,16:49:45
mediterranean,chicken,mediterranean,167.58,48.5,103.85,2022-10-16,16:49:45
mediterranean,wrap,mediterranean,15.61,49.44,14.73,2022-10-16,16:49:45
mediterranean,quinoa,mediterranean,27.8,134.01,24.77,2022-10-16,16:49:45
mediterranean,orzo,mediterranean,53.13,124.98,40.1,2022-10-16,16:49:45
mediterranean,farfalle,mediterranean,192.03,286.46,352.75,2022-10-16,16:49:45
mediterranean,quesadillas,mexican,122.02,292.21,123.83,2022-10-16,16:49:45
mediterranean,couscous,mediterranean,31.25,137.82,25.67,2022-10-16,16:49:45
mediterranean,frittata,mediterranean,60.57,26.31,71.94,2022-10-16,16:49:45
mediterranean,dip,mediterranean,60.4,88.3,63.35,2022-10-16,16:49:45
mediterranean,fish,mediterranean,146.76,49.0,47.11,2022-10-16,16:49:45
mediterranean,fish,mediterranean,170.57,179.81,43.83,2022-10-16,16:49:45
mediterranean,salad,mediterranean,9.14,63.49,42.05,2022-10-16,16:49:45
mediterranean,pizza,italian,129.12,353.11,119.32,2022-10-16,16:49:45
mediterranean,chicken,mediterranean,251.43,19.76,74.71,2022-10-16,16:49:45
mediterranean,chicken,mediterranean,350.83,55.57,398.14,2022-10-16,16:49:52
mediterranean,fish,mediterranean,146.76,49.0,47.11,2022-10-16,16:49:52
mediterranean,chicken,mediterranean,96.92,26.12,71.46,2022-10-16,16:49:52
mediterranean,risotto,italian,26.76,141.68,55.75,2022-10-16,16:49:52
mediterranean,fish,mediterranean,11.84,53.35,15.66,2022-10-16,16:49:52
mediterranean,chicken,mediterranean,135.33,315.5,59.15,2022-10-16,16:49:52
mediterranean,salad,mediterranean,79.11,261.67,111.74,2022-10-16,16:49:52
mediterranean,salad,mediterranean,51.59,188.76,89.75,2022-10-16,16:49:52
mediterranean,frittata,mediterranean,95.4,32.96,137.63,2022-10-16,16:49:52
mediterranean,chicken,mediterranean,180.78,688.83,83.05,2022-10-16,16:49:52
mediterranean,chicken,mediterranean,141.96,222.05,61.19,2022-10-16,16:49:52
mediterranean,salsa,mediterranean,11.56,29.91,43.57,2022-10-16,16:49:52
mediterranean,scones,mediterranean,123.05,579.37,138.81,2022-10-16,16:49:52
mediterranean,rice,mediterranean,21.47,181.58,30.31,2022-10-16,16:49:52
mediterranean,salad,mediterranean,6.45,18.39,18.8,2022-10-16,16:49:52
mediterranean,bruschetta,mediterranean,71.5,244.12,92.82,2022-10-16,16:49:52
mediterranean,chicken,mediterranean,117.42,38.05,87.38,2022-10-16,16:49:52
mediterranean,nachos,mediterranean,137.88,343.99,191.5,2022-10-16,16:49:52
mediterranean,chicken,mediterranean,137.24,321.47,28.23,2022-10-16,16:49:52
mediterranean,chicken,mediterranean,344.68,336.25,91.18,2022-10-16,16:49:52
mediterranean,chicken,mediterranean,197.84,63.17,58.21,2022-10-16,16:49:59
mediterranean,grits,mediterranean,64.69,138.02,127.42,2022-10-16,16:49:59
mediterranean,fettuccine,mediterranean,70.87,315.74,67.61,2022-10-16,16:49:59
mediterranean,flounder,mediterranean,71.77,29.34,52.22,2022-10-16,16:49:59
mediterranean,pasta,mediterranean,42.14,198.46,26.02,2022-10-16,16:49:59
mediterranean,potatoes,mediterranean,50.06,240.54,66.9,2022-10-16,16:49:59
mediterranean,strata,mediterranean,440.81,1309.5,246.42,2022-10-16,16:49:59
mediterranean,muffins,mediterranean,62.61,198.84,104.81,2022-10-16,16:49:59
mediterranean,chili,american,49.8,154.59,40.87,2022-10-16,16:49:59
mediterranean,panzanella,mediterranean,41.93,166.85,37.79,2022-10-16,16:49:59
mediterranean,chicken,mediterranean,169.65,125.36,85.39,2022-10-16,16:49:59
mediterranean,salmon,nordic,142.92,19.53,139.76,2022-10-16,16:49:59
mediterranean,burgers,mediterranean,215.8,222.47,259.02,2022-10-16,16:49:59
mediterranean,calamari,mediterranean,32.17,33.94,54.83,2022-10-16,16:49:59
mediterranean,rigatoni,mediterranean,161.18,479.59,140.64,2022-10-16,16:49:59
mediterranean,scampi,mediterranean,111.07,36.19,35.41,2022-10-16,16:49:59
mediterranean,morsels,mediterranean,44.28,204.34,48.32,2022-10-16,16:49:59
mediterranean,chicken,mediterranean,374.62,41.9,60.35,2022-10-16,16:49:59
mediterranean,wontados,mediterranean,340.89,1540.91,273.57,2022-10-16,16:49:59
mediterranean,pizza,italian,138.99,151.85,175.94,2022-10-16,16:50:05
mediterranean,couscous,mediterranean,25.63,145.44,9.52,2022-10-16,16:50:05
mediterranean,salad,mediterranean,12.42,67.18,418.9,2022-10-16,16:50:05
mediterranean,tapenade,mediterranean,8.07,22.65,29.26,2022-10-16,16:50:05
mediterranean,salad,mediterranean,78.98,223.25,33.87,2022-10-16,16:50:05
mediterranean,noodles,asian,145.88,322.04,150.4,2022-10-16,16:50:05
mediterranean,flatbread,mediterranean,91.64,294.27,161.8,2022-10-16,16:50:05
mediterranean,couscous,mediterranean,35.8,164.42,16.26,2022-10-16,16:50:05
mediterranean,shrimp,mediterranean,40.69,120.6,37.82,2022-10-16,16:50:05
mediterranean,burgers,mediterranean,27.77,112.44,21.51,2022-10-16,16:50:05
mediterranean,cod,mediterranean,64.47,68.21,52.51,2022-10-16,16:50:05
mediterranean,scallops,mediterranean,99.04,259.03,21.87,2022-10-16,16:50:05
mediterranean,penne,mediterranean,71.0,411.54,22.85,2022-10-16,16:50:05
mediterranean,swai,mediterranean,24.77,27.31,31.06,2022-10-16,16:50:05
mediterranean,pie,mediterranean,281.54,435.21,505.95,2022-10-16,16:50:05
mediterranean,polenta pizzas herbed goat cheese,italian,80.19,552.52,56.64,2022-10-16,16:50:05
mediterranean,salad,mediterranean,105.56,143.68,113.1,2022-10-16,16:50:05
mediterranean,pizza,italian,63.3,180.81,48.55,2022-10-16,16:50:05
mediterranean,pasta,mediterranean,73.68,386.23,93.56,2022-10-16,16:50:05
mediterranean,pollo,mediterranean,280.29,307.74,346.05,2022-10-16,16:50:05
mediterranean,chicken,mediterranean,122.99,62.6,85.09,2022-10-16,16:50:12
mediterranean,flounder,mediterranean,87.19,154.22,40.48,2022-10-16,16:50:12
mediterranean,pizza,italian,125.62,181.54,182.68,2022-10-16,16:50:12
mediterranean,pizza,italian,140.17,273.14,161.53,2022-10-16,16:50:12
mediterranean,squash,mediterranean,29.91,125.14,19.34,2022-10-16,16:50:12
mediterranean,chicken,mediterranean,162.47,39.46,196.29,2022-10-16,16:50:12
mediterranean,torte,mediterranean,245.46,399.69,192.34,2022-10-16,16:50:12
mediterranean,chicken,mediterranean,108.94,183.42,32.29,2022-10-16,16:50:12
mediterranean,salad,mediterranean,57.87,207.63,63.58,2022-10-16,16:50:12
mediterranean,quinoa,mediterranean,37.29,142.11,55.95,2022-10-16,16:50:12
mediterranean,burgers,mediterranean,35.57,150.33,51.7,2022-10-16,16:50:12
mediterranean,salad,mediterranean,145.46,121.62,92.06,2022-10-16,16:50:12
mediterranean,salad,mediterranean,15.91,41.88,129.32,2022-10-16,16:50:12
mediterranean,salad,mediterranean,22.94,76.22,43.43,2022-10-16,16:50:12
mediterranean,homemade greek salad dressing,mediterranean,0.67,4.8,108.3,2022-10-16,16:50:12
mediterranean,stew,mediterranean,267.95,94.63,56.41,2022-10-16,16:50:12
mediterranean,burgers,mediterranean,118.23,110.53,78.84,2022-10-16,16:50:12
mediterranean,meatballs,mediterranean,121.99,159.24,111.56,2022-10-16,16:50:12
mediterranean,pear apple pork chop skillet,american,85.41,74.04,50.78,2022-10-16,16:50:12
mediterranean,chicken,mediterranean,269.54,74.79,244.14,2022-10-16,16:50:19
mediterranean,chicken,mediterranean,197.51,99.69,41.37,2022-10-16,16:50:19
mediterranean,chicken,mediterranean,259.28,93.06,71.54,2022-10-16,16:50:19
mediterranean,asparagus,nordic,68.02,196.24,241.91,2022-10-16,16:50:19
mediterranean,provence on plate roasted eggplant tomato tapenade pizza goat cheese,italian,50.08,160.41,50.8,2022-10-16,16:50:19
mediterranean,frittata,mediterranean,43.94,30.83,33.21,2022-10-16,16:50:19
mediterranean,risoni,mediterranean,57.02,141.24,87.62,2022-10-16,16:50:19
mediterranean,meatloaf,mediterranean,98.79,114.26,56.14,2022-10-16,16:50:19
mediterranean,flatbread,mediterranean,59.97,175.09,58.73,2022-10-16,16:50:19
mediterranean,salad,mediterranean,23.05,95.51,140.45,2022-10-16,16:50:19
mediterranean,lasagna,italian,311.35,225.58,425.7,2022-10-16,16:50:19
mediterranean,chicken,mediterranean,527.57,132.31,314.72,2022-10-16,16:50:19
mediterranean,rice,mediterranean,60.32,413.17,46.16,2022-10-16,16:50:19
mediterranean,chicken,mediterranean,165.23,29.57,47.17,2022-10-16,16:50:19
mediterranean,seafood in garlic butter,french,338.21,345.34,77.24,2022-10-16,16:50:19
mediterranean,grilled vegetables,american,45.74,95.12,113.15,2022-10-16,16:50:19
mediterranean,steak pesto spaghetti,italian,172.43,252.29,163.0,2022-10-16,16:50:19
mediterranean,ravioli,italian,111.85,173.92,211.19,2022-10-16,16:50:19
mediterranean,wraps,mediterranean,125.98,162.34,82.14,2022-10-16,16:50:19
mediterranean,quiche,french,78.78,210.05,240.84,2022-10-16,16:50:25
mediterranean,pizza,italian,153.2,363.39,176.94,2022-10-16,16:50:25
mediterranean,orzo,mediterranean,44.39,80.7,67.79,2022-10-16,16:50:25
mediterranean,salad,mediterranean,175.76,66.7,182.1,2022-10-16,16:50:25
mediterranean,muffuletta,italian,191.86,244.34,210.3,2022-10-16,16:50:25
mediterranean,calzone,mediterranean,109.85,244.76,73.04,2022-10-16,16:50:25
mediterranean,burgers,mediterranean,163.65,153.36,267.38,2022-10-16,16:50:25
mediterranean,tarts,mediterranean,74.0,340.61,209.49,2022-10-16,16:50:25
mediterranean,soup,american,14.05,77.71,3.07,2022-10-16,16:50:25
mediterranean,pasta,mediterranean,49.02,174.17,77.15,2022-10-16,16:50:25
mediterranean,riso cozze e patate,french,163.16,519.7,81.16,2022-10-16,16:50:25
mediterranean,scampi,mediterranean,140.82,94.66,111.77,2022-10-16,16:50:25
mediterranean,pasta,mediterranean,51.1,214.62,79.52,2022-10-16,16:50:25
mediterranean,tunisian potato olive salad,mediterranean,11.0,91.99,47.62,2022-10-16,16:50:25
mediterranean,greek turkey burgers,american,124.68,105.99,56.89,2022-10-16,16:50:25
mediterranean,vanilla shrimp crostini,italian,111.52,164.39,76.33,2022-10-16,16:50:25
mediterranean,feta olive bison sliders,mediterranean,214.21,14.59,62.09,2022-10-16,16:50:25
mediterranean,sandwich,mediterranean,53.13,158.56,71.36,2022-10-16,16:50:25
mediterranean,melanzane ripiene,italian,62.99,145.51,116.56,2022-10-16,16:50:32
mediterranean,mackerel stuffed lime herbs,american,305.28,32.01,297.48,2022-10-16,16:50:32
mediterranean,salad lyonnaise,french,80.41,248.81,39.6,2022-10-16,16:50:32
mediterranean,greek salad dressing,mediterranean,20.54,17.46,133.1,2022-10-16,16:50:32
mediterranean,tomato pickle mix,american,5.61,25.78,28.7,2022-10-16,16:50:32
mediterranean,creamy bites,mediterranean,64.35,42.01,164.34,2022-10-16,16:50:32
mediterranean,italian hoagie sandwich,italian,69.48,26.37,114.28,2022-10-16,16:50:32
mediterranean,pasta olives tomatoes,italian,48.11,194.24,58.47,2022-10-16,16:50:32
mediterranean,lemon rub,mediterranean,6.47,40.12,2.25,2022-10-16,16:50:32
mediterranean,pork kabobs,mediterranean,102.72,23.97,53.77,2022-10-16,16:50:32
mediterranean,veggie sandwich,mediterranean,15.45,45.81,9.41,2022-10-16,16:50:32
mediterranean,lamb salad,mediterranean,171.67,35.61,247.09,2022-10-16,16:50:32
mediterranean,roasted acorn squash stuffed fennel sausage farro goat cheese spinach,italian,64.53,133.6,130.47,2022-10-16,16:50:32
mediterranean,stuffed chicken,mediterranean,260.18,12.51,101.24,2022-10-16,16:50:32
mediterranean,chicken pasta,mediterranean,302.2,189.34,77.69,2022-10-16,16:50:32
mediterranean,zucchini boats,mediterranean,46.87,48.09,40.92,2022-10-16,16:50:32
mediterranean,squid ink fettuccine crab chilli,italian,57.6,308.47,47.09,2022-10-16,16:50:32
mediterranean,red snapper,mediterranean,188.31,13.38,53.22,2022-10-16,16:50:32
mediterranean,brandade de morue,south american,289.65,9.87,241.83,2022-10-16,16:50:32
mediterranean,crescent pinwheels,mediterranean,104.44,124.69,71.82,2022-10-16,16:50:39
mediterranean,oven roasted lechon asado,american,237.99,38.81,245.99,2022-10-16,16:50:39
mediterranean,chopped salad,mediterranean,20.38,50.79,33.34,2022-10-16,16:50:39
mediterranean,potato salad,mediterranean,44.04,201.55,184.53,2022-10-16,16:50:39
mediterranean,bbq chicken,mediterranean,148.98,296.25,65.78,2022-10-16,16:50:39
mediterranean,marinated cucumbers,mediterranean,3.2,24.32,0.83,2022-10-16,16:50:39
mediterranean,lamb sub,mediterranean,291.27,183.3,367.56,2022-10-16,16:50:39
mediterranean,tomato salad,mediterranean,13.35,13.37,16.76,2022-10-16,16:50:39
mediterranean,pita pizza,italian,107.03,106.72,136.32,2022-10-16,16:50:39
mediterranean,style eggplant,mediterranean,11.44,66.82,42.37,2022-10-16,16:50:39
mediterranean,ratatouille chicken,french,166.18,378.9,57.98,2022-10-16,16:50:39
mediterranean,chopped salad,mediterranean,107.24,295.63,94.26,2022-10-16,16:50:39
mediterranean,style quesadilla,mexican,1.8,6.98,0.31,2022-10-16,16:50:39
mediterranean,pasta salad,mediterranean,17.35,106.17,27.99,2022-10-16,16:50:39
mediterranean,starter sticks,mediterranean,57.92,47.91,76.64,2022-10-16,16:50:39
mediterranean,breakfast sandwich,mediterranean,48.66,136.81,41.74,2022-10-16,16:50:39
mediterranean,quinoa salad,mediterranean,30.65,62.27,59.26,2022-10-16,16:50:39
mediterranean,orzo salad,mediterranean,52.21,193.39,79.48,2022-10-16,16:50:39
mediterranean,kale,mediterranean,9.37,22.46,15.46,2022-10-16,16:50:39
mediterranean,pasta salad,mediterranean,42.77,197.96,47.92,2022-10-16,16:50:39
mediterranean,quick vegetables,mediterranean,7.29,49.74,15.09,2022-10-16,16:50:46
mediterranean,salad,mediterranean,5.6,27.96,14.45,2022-10-16,16:50:46
mediterranean,antipasto tart,mediterranean,14.2,47.61,65.84,2022-10-16,16:50:46
mediterranean,roast vegetables,mediterranean,47.73,339.45,30.88,2022-10-16,16:50:46
mediterranean,stuffed peppers,mediterranean,37.51,49.78,58.73,2022-10-16,16:50:46
mediterranean,baked sausages,mediterranean,135.03,56.64,207.86,2022-10-16,16:50:46
mediterranean,homemade greek seasoning mix,mediterranean,4.4,20.74,1.09,2022-10-16,16:50:46
mediterranean,lemon chicken,mediterranean,339.33,13.64,343.03,2022-10-16,16:50:46
mediterranean,kale salad,mediterranean,165.98,434.59,177.45,2022-10-16,16:50:46
mediterranean,spice mix,mediterranean,4.33,23.41,6.15,2022-10-16,16:50:46
mediterranean,chickpea salad,mediterranean,43.04,110.04,52.15,2022-10-16,16:50:46
mediterranean,jewel cocktail,world,0.17,32.52,0.22,2022-10-16,16:50:46
mediterranean,chicken bake,mediterranean,297.99,77.43,255.25,2022-10-16,16:50:46
mediterranean,chicken yakitori,japanese,425.71,41.07,356.44,2022-10-16,16:50:46
mediterranean,chicken pitas,mediterranean,62.93,77.31,49.84,2022-10-16,16:50:46
mediterranean,greek salad,mediterranean,4.06,24.72,0.89,2022-10-16,16:50:46
mediterranean,stuffed chicken,mediterranean,259.78,10.05,101.12,2022-10-16,16:50:46
mediterranean,quick pasta,mediterranean,33.43,189.81,18.43,2022-10-16,16:50:52
mediterranean,lamb chops,mediterranean,152.21,24.81,282.77,2022-10-16,16:50:52
mediterranean,pork chops,mediterranean,93.4,8.0,167.2,2022-10-16,16:50:52
mediterranean,carrot dip,mediterranean,4.95,70.02,41.6,2022-10-16,16:50:52
mediterranean,grilled vegetables,mediterranean,12.12,52.16,64.52,2022-10-16,16:50:52
mediterranean,flatbread,mediterranean,48.42,166.33,39.19,2022-10-16,16:50:52
mediterranean,chicken orzo,mediterranean,270.66,361.56,73.83,2022-10-16,16:50:52
mediterranean,ricotta pita,mediterranean,10.04,17.74,22.29,2022-10-16,16:50:52
mediterranean,turkey bagelwiches,american,109.0,249.03,32.58,2022-10-16,16:50:52
mediterranean,orzo salad,mediterranean,34.64,140.78,46.0,2022-10-16,16:50:52
mediterranean,tuna salad,mediterranean,20.66,6.6,16.35,2022-10-16,16:50:52
mediterranean,london broil,mediterranean,103.07,8.12,40.11,2022-10-16,16:50:52
mediterranean,summer tomatoes,mediterranean,45.36,240.07,116.79,2022-10-16,16:50:52
mediterranean,balsamic mushrooms,mediterranean,14.45,24.17,55.61,2022-10-16,16:50:52
mediterranean,chicken ala,mediterranean,87.67,51.19,65.71,2022-10-16,16:50:52
mediterranean,chicken bake,mediterranean,221.49,36.3,110.78,2022-10-16,16:50:52
mediterranean,quinoa salad,mediterranean,30.65,62.27,59.26,2022-10-16,16:50:52
mediterranean,sausage bake,mediterranean,110.91,41.82,171.06,2022-10-16,16:50:52
mediterranean,polenta rounds,italian,45.14,415.71,64.81,2022-10-16,16:50:59
mediterranean,sandwich,mediterranean,24.15,41.64,25.66,2022-10-16,16:50:59
mediterranean,turkey bagelwiches,american,109.0,249.03,32.58,2022-10-16,16:50:59
mediterranean,sandwich how to make sandwich how to prepare sandwich,mediterranean,51.62,218.53,109.59,2022-10-16,16:50:59
mediterranean,warm salad,mediterranean,55.8,277.97,91.88,2022-10-16,16:50:59
mediterranean,bread bake,mediterranean,133.83,188.22,156.16,2022-10-16,16:50:59
mediterranean,baked spinach,mediterranean,68.38,37.24,94.82,2022-10-16,16:50:59
mediterranean,crushed potatoes,mediterranean,11.4,92.65,24.94,2022-10-16,16:50:59
mediterranean,bouillabaisse rouille,american,240.19,255.96,259.63,2022-10-16,16:50:59
mediterranean,chicken rolls,mediterranean,111.25,26.36,62.11,2022-10-16,16:50:59
mediterranean,tuna bruschetta,mediterranean,81.41,244.7,202.18,2022-10-16,16:50:59
mediterranean,pinwheel appetizers,mediterranean,44.21,133.17,51.31,2022-10-16,16:50:59
mediterranean,pesto pizza,italian,77.34,272.43,86.57,2022-10-16,16:50:59
mediterranean,ravioletti salad,mediterranean,159.23,36.33,322.68,2022-10-16,16:50:59
mediterranean,whole chicken,mediterranean,105.78,27.81,60.87,2022-10-16,16:50:59
mediterranean,naan pizza,italian,99.1,104.32,144.97,2022-10-16,16:50:59
mediterranean,hummus pizza,italian,89.62,205.69,114.48,2022-10-16,16:50:59
mediterranean,stuffed swordfish,mediterranean,46.55,4.22,33.37,2022-10-16,16:50:59
mediterranean,buttermilk chicken,mediterranean,120.69,31.78,18.44,2022-10-16,16:50:59
mediterranean,marinated steaks,mediterranean,471.11,39.21,195.93,2022-10-16,16:50:59
mediterranean,halibut bake,mediterranean,322.35,102.48,25.62,2022-10-16,16:51:05
mediterranean,style cod,mediterranean,175.38,47.96,36.52,2022-10-16,16:51:05
mediterranean,roast lamb,mediterranean,295.85,11.02,262.57,2022-10-16,16:51:05
mediterranean,bento box,mediterranean,71.14,325.72,101.73,2022-10-16,16:51:05
mediterranean,gyro burgers tzatziki,mediterranean,137.89,60.12,161.56,2022-10-16,16:51:05
mediterranean,tuna wrap,mediterranean,99.73,34.25,25.48,2022-10-16,16:51:05
mediterranean,chicken,mediterranean,116.22,29.22,110.62,2022-10-16,16:51:05
mediterranean,deviled eggs,mediterranean,32.72,4.22,71.58,2022-10-16,16:51:05
mediterranean,barley salad,mediterranean,7.58,44.38,17.9,2022-10-16,16:51:05
mediterranean,red snapper,mediterranean,47.97,20.25,3.55,2022-10-16,16:51:05
mediterranean,deviled eggs,mediterranean,30.93,5.0,85.77,2022-10-16,16:51:05
mediterranean,tuna capellini,mediterranean,145.5,406.38,92.94,2022-10-16,16:51:05
mediterranean,lorraines grilled pork chops,french,184.63,23.21,102.71,2022-10-16,16:51:05
mediterranean,vegetable soup,mediterranean,64.16,191.01,30.18,2022-10-16,16:51:05
mediterranean,broccoli salad,mediterranean,68.9,159.98,78.87,2022-10-16,16:51:05
mediterranean,tuna salad,mediterranean,2.75,7.13,46.49,2022-10-16,16:51:05
mediterranean,philly dip,american,21.86,15.11,67.9,2022-10-16,16:51:05
mediterranean,lentil patties,mediterranean,257.34,920.2,366.13,2022-10-16,16:51:05
mediterranean,deviled eggs,mediterranean,38.09,3.39,73.23,2022-10-16,16:51:05
